label,ax,ay,az
Type: S (Sitting), T (Standing), W (Walking), X (Stop)
S,948,124,17588,-151,288,-40
S,904,120,17448,-153,289,-31
S,900,168,17544,-172,313,-27
S,880,160,17596,-150,290,-25
S,960,24,17660,-148,306,-18
S,912,64,17564,-151,285,-18
S,956,96,17584,-158,313,-43
S,932,108,17532,-140,282,-15
S,952,144,17584,-180,301,-33
S,924,68,17572,-163,283,-21
S,1000,96,17532,-138,295,-11
S,964,56,17364,-171,306,-19
S,884,112,17412,-168,289,-18
S,936,60,17600,-172,299,-23
S,992,48,17480,-152,290,-31
S,948,88,17528,-141,298,-27
S,896,92,17404,-158,306,-36
S,936,124,17548,-145,294,-10
S,960,12,17600,-135,281,-32
S,1020,92,17532,-151,303,-20
S,984,124,17464,-162,287,-26
S,920,80,17492,-134,303,-13
S,908,16,17484,-151,279,-27
S,896,56,17576,-163,319,-36
S,816,76,17552,-162,283,-15
S,984,172,17568,-149,289,-14
S,972,136,17504,-150,294,-4
S,892,72,17508,-142,317,-33
S,908,52,17596,-142,312,-25
S,944,-32,17524,-138,301,-42
S,1052,148,17408,-168,287,-41
S,880,32,17500,-138,315,-31
S,1004,72,17544,-151,304,-28
S,976,80,17600,-157,323,-34
S,884,96,17512,-145,309,-33
S,944,40,17624,-133,303,-12
S,964,116,17420,-155,306,7
S,868,40,17616,-153,283,-13
S,832,-4,17516,-169,274,-10
S,888,76,17480,-152,298,-19
S,1044,40,17580,-161,298,-35
S,996,60,17488,-170,277,-16
S,868,132,17560,-148,304,-30
S,1004,124,17596,-168,311,-26
S,1008,112,17472,-157,308,-9
S,1056,60,17352,-160,292,-27
S,984,40,17408,-152,312,-5
S,1004,112,17516,-159,292,-32
S,964,140,17556,-144,290,-20
S,1084,132,17504,-152,313,-26
S,920,84,17608,-162,288,-34
S,896,76,17520,-160,287,-36
S,1012,104,17588,-137,296,-32
S,1092,132,17400,-144,315,-28
S,1080,148,17532,-153,315,-38
S,1012,148,17472,-169,300,0
S,1144,112,17500,-131,289,-22
S,1200,144,17500,-143,306,-14
S,1120,204,17552,-168,273,-13
S,1148,176,17564,-144,293,-22
S,1104,204,17572,-146,293,-38
S,1196,44,17584,-156,298,-29
S,1140,160,17500,-147,298,-25
S,1140,76,17544,-131,289,-31
S,1148,180,17472,-176,286,-26
S,1020,112,17572,-163,307,-26
S,1064,100,17564,-152,297,-26
S,1172,364,17040,-210,343,-40
S,1056,140,17616,-155,309,-20
S,1004,124,17432,-148,309,-5
S,1136,144,17604,-160,300,-29
S,1116,216,17488,-147,285,0
S,1072,172,17628,-151,298,-13
S,1036,28,17604,-140,275,-28
S,1036,-36,17464,-143,292,-11
S,1064,200,17612,-157,293,-11
S,904,124,17592,-168,301,-2
S,932,148,17644,-191,294,6
S,960,84,17632,-165,287,-22
S,932,44,17536,-182,316,-8
S,1000,104,17684,-136,300,-31
S,976,40,17440,-155,302,-26
S,780,100,17500,-174,283,-17
S,912,56,17720,-166,291,-10
S,992,104,17480,-152,272,-6
S,932,8,17704,-177,294,-9
S,892,8,17544,-144,275,-8
S,1012,92,17640,-154,330,-22
S,1068,92,17576,-150,322,-7
S,1080,100,17660,-137,302,-24
S,1048,120,17436,-172,303,-19
S,1004,172,17520,-149,312,-29
S,956,160,17548,-140,297,-29
S,996,140,17496,-157,301,-21
S,1152,132,17552,-142,301,-10
S,1120,-4,17572,-132,305,-16
S,1128,176,17648,-149,305,-8
S,1056,164,17648,-142,302,-2
S,1108,92,17756,-152,293,-31
S,1156,172,17504,-150,294,-13
S,1220,180,17480,-162,307,-43
S,1176,172,17644,-135,283,-27
S,1044,28,17628,-138,302,-24
S,1036,68,17484,-158,291,-32
S,1112,28,17664,-153,290,-31
S,1016,60,17572,-143,296,-12
S,1012,104,17576,-167,298,-23
S,948,128,17660,-152,295,-21
S,940,152,17436,-157,318,-14
S,948,8,17572,-151,303,-26
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,1044,28,17628,-138,302,-24
S,1036,68,17484,-158,291,-32
S,1112,28,17664,-153,290,-31
S,1016,60,17572,-143,296,-12
S,1012,104,17576,-167,298,-23
S,948,128,17660,-152,295,-21
S,940,152,17436,-157,318,-14
S,948,8,17572,-151,303,-26
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,1036,68,17484,-158,291,-32
S,1112,28,17664,-153,290,-31
S,1016,60,17572,-143,296,-12
S,1012,104,17576,-167,298,-23
S,948,128,17660,-152,295,-21
S,940,152,17436,-157,318,-14
S,948,8,17572,-151,303,-26
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,1112,28,17664,-153,290,-31
S,1016,60,17572,-143,296,-12
S,1012,104,17576,-167,298,-23
S,948,128,17660,-152,295,-21
S,940,152,17436,-157,318,-14
S,948,8,17572,-151,303,-26
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,1016,60,17572,-143,296,-12
S,1012,104,17576,-167,298,-23
S,948,128,17660,-152,295,-21
S,940,152,17436,-157,318,-14
S,948,8,17572,-151,303,-26
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,1012,104,17576,-167,298,-23
S,948,128,17660,-152,295,-21
S,940,152,17436,-157,318,-14
S,948,8,17572,-151,303,-26
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,948,128,17660,-152,295,-21
S,940,152,17436,-157,318,-14
S,948,8,17572,-151,303,-26
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,940,152,17436,-157,318,-14
S,948,8,17572,-151,303,-26
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,948,8,17572,-151,303,-26
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,1000,140,17576,-119,268,-8
S,1064,184,17660,-175,302,-41
S,884,92,17592,-178,296,-14
S,956,124,17444,-158,305,-21
S,1000,140,17576,-119,268,-8
S,1064,184,17660,-175,302,-41
S,1012,76,17476,-139,310,-7
S,1000,140,17576,-119,268,-8
S,1064,184,17660,-175,302,-41
S,1012,76,17476,-139,310,-7
S,1064,184,17660,-175,302,-41
S,1012,76,17476,-139,310,-7
S,996,168,17488,-152,292,-46
S,1012,76,17476,-139,310,-7
S,996,168,17488,-152,292,-46
S,996,168,17488,-152,292,-46
S,1100,112,17552,-157,308,-1
S,1220,124,17616,-139,285,-36
S,1160,216,17448,-149,285,-10
S,1220,124,17616,-139,285,-36
S,1160,216,17448,-149,285,-10
S,1080,164,17428,-125,298,-15
S,1140,168,17552,-149,298,-14
S,1140,168,17552,-149,298,-14
S,1112,68,17656,-151,287,-27
S,1080,208,17460,-165,305,-37
S,1052,160,17396,-137,294,-14
S,912,104,17548,-163,315,-23
S,868,116,17516,-159,318,-27
S,1024,64,17560,-167,311,-33
S,956,104,17628,-147,301,-23
S,928,116,17420,-151,300,-41

Stopped by user.
PS C:\Users\LEnovo> ^C
PS C:\Users\LEnovo> & C:/Users/LEnovo/AppData/Local/Programs/Python/Python310/python.exe "c:/Users/LEnovo/OneDrive/Desktop/arduino file.py"
Type: S (Sitting), T (Standing), W (Walking), X (Stop)
S,1088,0,17460,-138,322,-15
S,872,152,17568,-136,298,-19
S,928,64,17552,-148,308,-31
S,1060,156,17616,-134,286,-24
S,1192,108,17680,-147,302,-31
S,1184,144,17528,-149,298,-33
S,1084,156,17664,-158,294,-38
S,1036,148,17500,-161,318,-33
S,844,128,17528,-159,304,-9
S,1004,172,17596,-151,292,-24
S,972,164,17544,-169,306,-30
S,1184,204,17520,-165,284,-12
S,1100,120,17576,-162,294,-23
S,1056,52,17612,-167,297,-1
S,996,52,17596,-155,306,-10
S,932,36,17776,-145,312,-14
S,960,160,17636,-151,315,-20
S,1104,172,17508,-130,285,-56
S,1004,76,17624,-173,282,-30
S,1044,124,17488,-155,289,-31
S,864,4,17584,-138,293,-22
S,944,68,17448,-157,297,-39
S,1004,96,17528,-145,301,-32
S,1156,204,17580,-142,317,-28
S,1216,28,17644,-152,282,-28
S,1060,108,17324,-156,302,-51
S,896,104,17520,-140,302,-25
S,1016,156,17536,-163,299,-14
S,1008,160,17516,-162,299,-20
S,1196,180,17680,-164,285,-34
S,1056,128,17496,-152,296,-27
S,1052,88,17600,-155,287,-22
S,988,16,17652,-154,293,-42
S,880,124,17536,-155,285,-26
S,956,80,17616,-148,277,-18
S,1088,176,17580,-131,277,-29
S,1096,88,17652,-147,279,-26
S,1068,108,17532,-147,308,-34
S,1032,64,17600,-139,315,-14
S,996,8,17612,-152,288,-20
S,1060,100,17808,-148,301,-29
S,1140,188,17484,-138,284,-29
S,1172,64,17536,-159,308,-18
S,904,156,16820,-359,262,-20
S,972,120,17376,-161,310,-36
S,988,172,17644,-157,301,5
S,1044,56,17664,-105,292,-13
S,1164,88,17696,-153,288,-41
S,1072,168,17184,-183,300,-22
S,1084,24,17852,-61,322,-27
S,928,80,17484,-147,313,-10
S,920,100,17416,-144,297,-27
S,1004,144,17816,-184,289,-41
S,1144,180,17412,-150,297,-24
S,1112,136,17568,-153,284,-10
S,1076,44,17632,-149,300,-2
S,984,88,17448,-163,330,-34
S,868,92,17588,-152,298,-14
S,1088,120,17556,-146,312,-18
S,1176,116,17660,-149,305,-21
S,1136,68,17472,-159,279,-27
S,1096,56,17492,-153,297,4
S,840,12,17604,-169,292,-16
S,1020,120,17588,-154,294,-21
S,1128,156,17532,-151,322,-31
S,1172,52,17452,-137,292,-28
S,1148,104,17440,-135,300,-8
S,1060,96,17608,-145,283,-25
S,956,84,17528,-139,275,-11
S,1016,128,17404,-158,302,-9
S,1036,112,17476,-154,294,-6
S,1092,80,17460,-150,296,-11
S,1072,148,17480,-152,288,-20
S,956,96,17552,-159,296,-26
S,928,44,17488,-163,316,-15
S,968,132,17520,-144,278,-49
S,1140,176,17644,-146,292,-35
S,1116,108,17512,-150,288,-40
S,1064,156,17616,-149,312,-29
S,1036,100,17708,-154,290,-44
S,836,20,17668,-153,295,-52
S,1008,104,17428,-154,303,5
S,1120,40,17432,-167,311,-14
S,1160,112,17512,-154,298,-38
S,1148,200,17600,-158,284,-18
S,1076,112,17540,-151,314,-24
S,896,152,17440,-151,291,-25
S,1000,-16,17576,-155,298,-26
S,960,84,17476,-155,303,-12
S,1168,152,17608,-158,302,-8
S,1088,140,17468,-167,302,-20
S,940,-8,17556,-138,312,-35
S,976,120,17488,-153,307,-9
S,884,124,17488,-161,272,-37
S,984,72,17732,-166,293,-22
S,1260,140,17560,-155,287,-31
S,1088,164,17612,-139,288,-34
S,1140,180,17660,-144,304,-26
S,924,68,17500,-153,319,8
S,1036,8,17480,-167,294,-16
S,1104,176,17536,-147,303,-33
S,1116,128,17616,-165,305,-9
S,1220,148,17616,-175,285,-40
S,1088,56,17448,-141,290,-18
S,952,68,17536,-151,295,-13
S,924,120,17560,-163,308,-21
S,892,-16,17576,-147,280,-5
S,944,136,17500,-164,309,-32
S,1140,144,17604,-151,304,-39
S,1140,132,17488,-149,283,-42
S,1032,68,17584,-141,292,-17
S,1124,68,17604,-144,293,-36
S,924,60,17556,-151,289,-22
S,984,72,17588,-159,289,-41
T,-5636,14568,4712,-96,205,192
T,-5520,14736,4764,-62,564,35
T,-5576,14560,4872,-736,362,-273
T,-5708,14884,4704,53,325,20
T,-5444,14752,4360,81,297,-13
T,-5608,14792,4436,-310,185,-194
T,-5684,14680,4600,-284,309,-65
T,-5708,14716,4580,-201,341,26
T,-5744,14572,4456,-145,291,-38
T,-5492,14768,4656,-134,271,-19
T,-5456,14768,4540,-675,298,-211
T,-5800,14656,4660,-102,-80,61
T,-5708,14632,4684,-127,356,154
T,-5492,14840,4644,-457,321,-268
T,-5292,14728,4840,-21,39,-47
T,-5588,14656,4916,-237,489,-2
T,-5720,14680,4900,-116,188,-115
T,-5640,14656,4956,-366,559,101
T,-5436,14868,4588,21,315,76
T,-5328,14768,4596,-137,187,-22
T,-5548,14760,4488,-116,180,-31
T,-5580,14764,4412,47,1229,35
T,-5288,15100,4288,-328,-227,-223
T,-5064,15004,4444,-245,66,-206
T,-4912,14940,4516,-23,347,-70
T,-4548,14900,3968,-947,1247,-862
T,-5460,14776,4712,-321,643,465
T,-5412,14644,4816,-280,480,-280
T,-5816,14540,5008,-619,119,-413
T,-5168,14600,4676,94,-933,100
T,-5420,14668,5120,-165,552,260
T,-5920,14512,5204,-448,1544,-760
T,-5696,14656,4536,-344,630,62
T,-5760,14748,4920,31,543,459
T,-5748,14524,4772,-222,-75,-129
T,-5968,14648,4944,-276,266,-10
T,-6152,14264,5204,-735,948,-682
T,-5912,14748,4856,960,-236,1082
T,-5560,14744,4420,37,348,308
T,-5588,14944,4860,-581,973,-476
T,-6068,14612,4732,-914,718,-567
T,-5720,14588,4428,887,-2011,172
T,-5668,14684,4764,-208,1333,-35
T,-5800,14908,4872,-420,801,-1
T,-6016,14492,4576,-264,-444,-347
T,-5920,14596,4408,53,1384,162
T,-6264,14788,4984,242,-1152,-58
T,-5372,15156,4168,-293,360,60
T,-7148,14284,5056,-1356,4887,-112
T,-6428,14292,4244,-330,-1872,-164
T,-6376,14332,4608,-349,2005,234
T,-6412,14044,5080,356,-1186,-512
T,-6276,14460,4336,-149,237,157
T,-6468,14336,4732,-233,-363,205
T,-5844,14720,4532,-121,-354,169
T,-5712,14688,4832,-458,86,-260
T,-6020,14388,4448,-713,1578,-385
T,-5764,14424,4704,1011,-470,716
T,-5928,14836,4348,-1547,1034,-1480
T,-6120,14604,4348,682,365,476
T,-5848,14944,4000,-470,726,-405
T,-6484,14072,4172,168,430,-36
T,-5968,14564,4876,152,-1630,936
T,-6676,13508,5068,-1953,1738,-1825
T,-6628,14552,4868,1076,1131,479
T,-5860,14132,4556,-293,2960,-1066
T,-7760,14108,5292,685,-2459,1639
T,-6672,13544,4692,-239,1239,-1317
T,-8704,12392,3756,-1423,1808,-2497
T,-6496,14180,4712,1249,-2898,1110
T,-5836,14752,3864,753,-1713,-542
T,-8872,14024,4584,-1133,-461,-734
T,-7252,14028,4816,297,-203,496
T,-5792,14376,3568,628,-139,668
T,-6048,14380,4024,1186,-2336,-244
T,-6280,14656,4452,-1437,2305,246
T,-6840,13932,5212,-1711,545,-1280
T,-6264,13496,4552,-667,1504,-1657
T,-7404,14388,5296,-941,-1704,-432
T,-7276,13180,4456,-236,-444,-1048
T,-8440,14328,6416,915,456,1952
T,-7312,12944,5384,-1068,3374,1577
T,-7036,13228,5068,-1540,1956,1065
T,-7900,13224,5120,-586,2392,-2403
T,-8052,13636,5120,508,747,1094
T,-7620,13956,4712,836,-201,1358
T,-6828,13728,4600,-266,1201,613
T,-6364,14336,4328,-370,462,-179
T,-7116,14344,4364,-12,217,119
T,-6128,14604,3700,-410,1050,-480
T,-6220,15416,3348,-371,1923,-286
T,-7252,14440,4224,-2383,3687,-615
T,-6400,14276,4404,-458,455,138
T,-6360,14400,4556,-272,326,-111
T,-6524,14352,4456,-183,275,-6
W,-4688,8232,13384,2183,2662,492
W,-6628,9556,10348,890,1380,-123
W,-5008,9424,11840,-1024,-1984,755
W,-6004,10936,11752,1107,901,170
W,-5420,11672,10360,23,368,182
W,-5984,11812,10380,646,525,166
W,-5972,11908,9860,-195,244,-183
W,-6180,11892,10220,-228,157,-32
W,-6096,11520,9992,593,300,-339
W,-6332,12752,9460,-420,-1101,2947
W,-4956,13508,9464,2176,833,514
W,-5936,13384,8024,540,286,-160
W,-5780,13508,7856,49,143,-524
W,-5668,13836,7440,464,1163,1228
W,-4992,14120,7304,-1095,396,315
W,-4716,13536,8572,573,296,-361
W,-5124,13452,7316,-253,2042,-1593
W,-5724,14964,5284,-286,2440,2432
W,-3920,14284,6604,-4034,6765,359
W,-4768,13608,6972,-12,-311,-1147
W,-6016,14444,6216,-794,1640,-497
W,-6436,14508,5992,497,1442,2201
W,-4724,15736,6148,-4040,4897,1676
W,-5532,13280,7984,-1299,4238,-583
W,-8192,14596,5132,-402,979,1124
W,-6996,14036,5532,-292,-117,-123
W,-7108,13584,5508,284,-693,-683
W,-7308,13416,5668,-485,304,-349
W,-7040,14252,5988,-1157,2294,2315
W,-6776,13048,6608,-568,-561,-745
W,-8188,14444,4812,1089,-1950,248
W,-6136,15828,5808,-1096,4012,3038
W,-5932,13224,7012,310,-720,-1030
W,-6740,13840,5316,599,695,-1330
W,-7576,14168,5648,-1818,4480,3453
W,-6264,12808,6440,-406,-996,-2184
W,-5608,14780,4348,-1566,3093,482
W,-7336,13184,7616,-3402,5134,212
W,-10464,12776,6396,-4896,6821,1975
W,-10092,13044,5388,-7736,4508,4557
W,-7760,10956,6700,-4025,6259,2364
W,-8908,10824,5736,-4003,7478,746
W,-8840,11252,7100,-1296,371,-188
W,-7772,13500,5032,98,76,-95
W,-7968,13452,5288,-97,182,-21
W,-8736,12756,5396,-688,-198,-339
W,-6464,13288,5700,-1467,3143,2014
W,-7624,14140,4996,-1702,1240,-2096
W,-6480,13112,6384,-829,-1733,-1095
W,-9244,13704,6740,-810,4587,-2301
W,-9872,11620,4228,-184,3091,533
W,-7940,11780,5068,-2884,875,-21
W,-9680,16116,3656,-3113,4296,918
W,-7496,11352,5412,-3026,1754,-3257
W,-9508,11844,5792,-461,3278,-1199
W,-8500,13708,3208,-726,1355,1956
W,-7360,13552,3740,-2287,1423,1729
W,-7664,12024,5072,-63,-277,-3363
W,-9016,11724,5196,-75,2878,-640
W,-10544,11836,2328,4030,-3661,-630
W,-11072,15152,3052,-1150,4875,1592
W,-8496,12396,4876,-4510,3912,-1475
W,-9812,15100,4056,-2723,1264,1248
W,-8540,12108,5372,1345,230,-1638
W,-10676,12532,4536,396,-3303,1098
W,-9112,14904,1800,1676,-4206,1398
W,-11188,13168,3916,-5022,5096,-527
W,-10052,12788,2568,-4417,7011,-108
W,-9872,11936,3820,-8802,9420,-915
W,-10616,11340,1372,-4940,7535,845
W,-10372,10820,3056,-5712,4785,331
W,-9388,10744,2560,-2061,2310,-1761
W,-10500,11800,4376,-5194,3514,1452
W,-9160,12400,3792,-1021,522,-1886
W,-9812,12004,5264,-2611,51,-411
W,-9792,11800,4388,-177,-406,-2425
W,-11380,13856,5292,-2375,3166,538
W,-10480,15472,5368,1824,897,-159
W,-11012,11052,4592,1095,-2419,-762
W,-8720,11124,4092,851,1726,-228
W,-9220,12384,3408,-124,-2891,1664
W,-7440,12504,4676,1584,-1947,-1188
W,-9188,11464,4128,3082,-3560,-1914
W,-7504,14156,4612,1005,-3228,-616
W,-9936,14528,3740,2546,-6431,1032
W,-7604,13444,5684,1317,-3289,96
W,-9164,12620,3828,1514,-484,-374
W,-8872,13704,5352,-941,851,-1454
W,-11232,12420,4044,3704,-1669,1165
W,-9664,17144,2356,-540,-694,2464
W,-8004,14300,5228,1385,-1392,-766
W,-8592,12328,3164,1492,-3969,-93
W,-7992,12108,4960,773,-1178,-813
W,-8660,12096,3060,2818,-3498,-2175
W,-8104,12956,3864,128,-923,-410
W,-7144,12504,5256,156,-1142,453
W,-8344,13884,3700,270,-1414,-517
W,-7336,12648,3708,2067,-991,-1275
W,-8280,14292,3764,-2409,4168,515
W,-8064,13048,3784,-1284,578,-623
W,-7884,14348,3896,719,114,348
W,719,114,348,719,114,348
W,0,0,0,717,-2183,953
W,-7848,14292,4364,673,-789,743
W,-9496,15256,2520,2683,-2196,1156
W,-5512,13860,2416,-2307,644,-297
W,-7784,17520,4068,-3231,5823,935
W,-6680,13076,4744,-3110,-737,269
W,-9604,21968,5956,-1364,8370,6372
W,-8484,18224,4440,-4391,8042,4909
W,-7280,16988,4784,468,5141,651
W,-6468,15312,4204,-1899,-1464,1814
W,-7072,14576,6236,108,1262,-2899
W,-8312,12156,3484,-2269,2729,1915
W,-9456,13452,4684,-1213,4322,-75
W,-9140,14620,3444,-5330,5959,2255
W,-10712,15388,4972,-1126,4768,705
W,-10964,14956,3076,-5259,5404,4181
W,-8968,12292,5464,-3177,4910,90
W,-9852,11288,4300,1051,-4182,621
W,-7352,12132,3948,648,-1865,-1161
W,-8852,11460,3520,611,79,-383
W,-7840,14600,5076,-1202,2389,2046
W,-6808,14980,4108,1383,-29,947
W,-7160,13680,5488,-246,1781,-1033
W,-8524,13056,4600,238,-1369,-198
W,-8008,13556,4384,88,-73,1104
W,-7796,13788,4808,557,79,-315
W,-9072,12592,4236,-67,632,137
W,-10016,14172,4552,-489,3135,-657
W,-7768,12980,3784,-1944,-1477,689
W,-7768,11024,6228,1317,-462,-3149
W,-8100,11920,3088,348,-1013,-963
W,-7632,11692,4616,-4742,7760,-324
W,-8156,12212,3312,-1845,3947,312
W,-11844,16200,4272,1973,3962,2940
W,-11748,14292,4088,-4253,4293,1356
W,-10532,11932,4184,407,2148,-1478
W,-12136,17272,540,-2144,1288,5975
W,-11200,14792,4252,679,1075,-1721
W,-10836,16680,3096,-3788,3606,3338
W,-11128,16040,5412,870,2738,2212
W,-10036,13180,2192,229,8936,2837
W,-7432,10816,3852,-3348,5427,2635
W,-10120,15292,4996,-5189,5830,3212
W,-10996,12892,5684,-3503,7856,1697
W,-9508,12448,4664,-7639,7619,2208
W,-11880,13176,3872,-3614,128,1878
W,-8732,12888,4392,-1678,857,1731
W,-9420,11552,2912,2247,-2618,53
W,-10408,14428,4528,-1880,1625,-378
W,-12880,16428,3932,722,9958,1843
W,-10060,15272,3188,-2185,2920,193
W,-11452,11928,1044,2527,-5058,2291
W,-9972,15200,1144,-4428,-10591,-2174
W,-9184,11956,1556,1081,-4339,-279
W,-10048,13384,5248,-749,-2403,-159
W,-10108,14336,3212,3349,-5093,910
W,-8156,14592,5828,3627,-4328,-1954
W,-6536,11512,3276,3283,-2916,-2872
W,-6644,11976,4060,-2033,1045,-3680

